focal,plants.i,plants.j,seeds.i,seeds.j,time,biomass,fecundity
i,3,3,0,0,1,0.9445718,148
i,3,1,0,0,1,0.9705917,159
i,3,1,0,0,1,0.9705917,169
i,3,1,0,0,1,0.9705917,169
i,3,1,0,0,1,0.9705917,180
i,3,1,0,0,1,0.9705917,179
i,3,1,0,0,1,0.9705917,164
i,3,1,0,0,1,0.9705917,168
i,3,1,0,0,1,0.9705917,151
i,3,1,0,0,1,0.9705917,146
i,3,1,0,0,1,0.9705917,168
i,2,3,0,0,1,0.9313116,209
i,2,3,0,0,1,0.9313116,243
i,2,3,0,0,1,0.9313116,246
i,2,3,0,0,1,0.9313116,234
i,2,3,0,0,1,0.9313116,248
i,2,3,0,0,1,0.9313116,252
i,2,3,0,0,1,0.9313116,233
i,2,3,0,0,1,0.9313116,235
i,2,3,0,0,1,0.9313116,236
i,2,3,0,0,1,0.9313116,221
j,0,1,0,0,1,0.12934034,36
j,0,1,0,0,1,0.12934034,32
j,0,1,0,0,1,0.12934034,34
j,0,1,0,0,1,0.12934034,34
j,0,1,0,0,1,0.12934034,36
j,0,1,0,0,1,0.12934034,26
j,0,1,0,0,1,0.12934034,30
j,0,1,0,0,1,0.12934034,24
j,0,1,0,0,1,0.12934034,24
j,0,1,0,0,1,0.12934034,32
j,0,1,0,0,1,0.12934034,31
j,0,1,0,0,1,0.12934034,37
j,0,1,0,0,1,0.12934034,39
j,0,1,0,0,1,0.12934034,35
j,0,1,0,0,1,0.12934034,32
j,0,1,0,0,1,0.12934034,30
j,0,1,0,0,1,0.12934034,32
j,0,1,0,0,1,0.12934034,36
j,0,1,0,0,1,0.12934034,36
j,0,1,0,0,1,0.12934034,28
j,1,0,0,0,1,0,NA
j,1,0,0,0,1,0,NA
j,1,0,0,0,1,0,NA
j,1,0,0,0,1,0,NA
j,1,0,0,0,1,0,NA
j,1,0,0,0,1,0,NA
j,1,0,0,0,1,0,NA
j,1,0,0,0,1,0,NA
j,1,0,0,0,1,0,NA
j,1,0,0,0,1,0,NA
j,0,3,0,0,1,0.30871083,25
j,0,3,0,0,1,0.30871083,27
j,0,3,0,0,1,0.30871083,21
j,0,3,0,0,1,0.30871083,29
j,0,3,0,0,1,0.30871083,29
j,0,3,0,0,1,0.30871083,26
j,0,3,0,0,1,0.30871083,19
j,0,3,0,0,1,0.30871083,26
j,0,3,0,0,1,0.30871083,22
j,0,3,0,0,1,0.30871083,29
j,0,1,0,0,1,0.12934034,31
j,0,1,0,0,1,0.12934034,31
j,0,1,0,0,1,0.12934034,26
j,0,1,0,0,1,0.12934034,31
j,0,1,0,0,1,0.12934034,30
j,0,1,0,0,1,0.12934034,35
j,0,1,0,0,1,0.12934034,26
j,0,1,0,0,1,0.12934034,30
j,0,1,0,0,1,0.12934034,30
j,0,1,0,0,1,0.12934034,40
i,3,3,0,0,1,0.9445718,184
i,3,3,0,0,1,0.9445718,136
i,3,3,0,0,1,0.9445718,139
i,3,3,0,0,1,0.9445718,149
i,3,3,0,0,1,0.9445718,154
i,3,3,0,0,1,0.9445718,144
i,3,3,0,0,1,0.9445718,180
i,3,3,0,0,1,0.9445718,153
i,3,3,0,0,1,0.9445718,165
i,3,3,0,0,1,0.9445718,156
i,3,5,0,0,1,0.9218926,160
i,3,5,0,0,1,0.9218926,183
i,3,5,0,0,1,0.9218926,169
i,3,5,0,0,1,0.9218926,183
i,3,5,0,0,1,0.9218926,156
i,3,5,0,0,1,0.9218926,123
i,3,5,0,0,1,0.9218926,176
i,3,5,0,0,1,0.9218926,166
i,3,5,0,0,1,0.9218926,148
i,3,5,0,0,1,0.9218926,167
i,1,3,0,0,1,0.897685,446
i,1,3,0,0,1,0.897685,445
i,1,3,0,0,1,0.897685,434
i,1,3,0,0,1,0.897685,427
i,1,3,0,0,1,0.897685,450
i,1,3,0,0,1,0.897685,447
i,1,3,0,0,1,0.897685,422
i,1,3,0,0,1,0.897685,450
i,1,3,0,0,1,0.897685,427
i,1,3,0,0,1,0.897685,460
i,1,2,0,0,1,0.9155777,476
i,1,2,0,0,1,0.9155777,455
i,1,2,0,0,1,0.9155777,483
i,1,2,0,0,1,0.9155777,435
i,1,2,0,0,1,0.9155777,461
i,1,2,0,0,1,0.9155777,462
i,1,2,0,0,1,0.9155777,439
i,1,2,0,0,1,0.9155777,483
i,1,2,0,0,1,0.9155777,466
i,1,2,0,0,1,0.9155777,445
i,4,4,0,0,1,0.9412873,127
i,4,4,0,0,1,0.9412873,121
i,4,4,0,0,1,0.9412873,110
i,4,4,0,0,1,0.9412873,97
i,4,4,0,0,1,0.9412873,108
i,4,4,0,0,1,0.9412873,126
i,4,4,0,0,1,0.9412873,118
i,4,4,0,0,1,0.9412873,110
i,4,4,0,0,1,0.9412873,129
i,4,4,0,0,1,0.9412873,118
j,0,3,0,0,1,0.30871083,21
j,0,3,0,0,1,0.30871083,26
j,0,3,0,0,1,0.30871083,27
j,0,3,0,0,1,0.30871083,31
j,0,3,0,0,1,0.30871083,23
j,0,3,0,0,1,0.30871083,22
j,0,3,0,0,1,0.30871083,19
j,0,3,0,0,1,0.30871083,25
j,0,3,0,0,1,0.30871083,21
j,0,3,0,0,1,0.30871083,27
j,3,5,0,0,1,0.13738705,10
j,3,5,0,0,1,0.13738705,3
j,3,5,0,0,1,0.13738705,11
j,3,5,0,0,1,0.13738705,3
j,3,5,0,0,1,0.13738705,3
j,3,5,0,0,1,0.13738705,5
j,3,5,0,0,1,0.13738705,6
j,3,5,0,0,1,0.13738705,8
j,3,5,0,0,1,0.13738705,8
j,3,5,0,0,1,0.13738705,6
j,1,0,0,0,1,0,NA
j,1,0,0,0,1,0,NA
j,1,0,0,0,1,0,NA
j,1,0,0,0,1,0,NA
j,1,0,0,0,1,0,NA
j,1,0,0,0,1,0,NA
j,1,0,0,0,1,0,NA
j,1,0,0,0,1,0,NA
j,1,0,0,0,1,0,NA
j,1,0,0,0,1,0,NA
j,2,4,0,0,1,0.12909187,6
j,2,4,0,0,1,0.12909187,9
j,2,4,0,0,1,0.12909187,9
j,2,4,0,0,1,0.12909187,10
j,2,4,0,0,1,0.12909187,8
j,2,4,0,0,1,0.12909187,11
j,2,4,0,0,1,0.12909187,8
j,2,4,0,0,1,0.12909187,7
j,2,4,0,0,1,0.12909187,6
j,2,4,0,0,1,0.12909187,11
j,2,3,0,0,1,0.10123331,9
j,2,3,0,0,1,0.10123331,8
j,2,3,0,0,1,0.10123331,9
j,2,3,0,0,1,0.10123331,13
j,2,3,0,0,1,0.10123331,6
j,2,3,0,0,1,0.10123331,5
j,2,3,0,0,1,0.10123331,5
j,2,3,0,0,1,0.10123331,6
j,2,3,0,0,1,0.10123331,11
j,2,3,0,0,1,0.10123331,8
i,0,5,0,0,1,0,NA
i,0,5,0,0,1,0,NA
i,0,5,0,0,1,0,NA
i,0,5,0,0,1,0,NA
i,0,5,0,0,1,0,NA
i,0,5,0,0,1,0,NA
i,0,5,0,0,1,0,NA
i,0,5,0,0,1,0,NA
i,0,5,0,0,1,0,NA
i,0,5,0,0,1,0,NA
i,1,0,0,0,1,0.9566139,481
i,1,0,0,0,1,0.9566139,493
i,1,0,0,0,1,0.9566139,433
i,1,0,0,0,1,0.9566139,480
i,1,0,0,0,1,0.9566139,493
i,1,0,0,0,1,0.9566139,510
i,1,0,0,0,1,0.9566139,474
i,1,0,0,0,1,0.9566139,496
i,1,0,0,0,1,0.9566139,464
i,1,0,0,0,1,0.9566139,469
i,2,6,0,0,1,0.8940741,229
i,2,6,0,0,1,0.8940741,198
i,2,6,0,0,1,0.8940741,233
i,2,6,0,0,1,0.8940741,245
i,2,6,0,0,1,0.8940741,206
i,2,6,0,0,1,0.8940741,223
i,2,6,0,0,1,0.8940741,233
i,2,6,0,0,1,0.8940741,220
i,2,6,0,0,1,0.8940741,222
i,2,6,0,0,1,0.8940741,239
i,1,0,0,0,1,0.9566139,512
i,1,0,0,0,1,0.9566139,494
i,1,0,0,0,1,0.9566139,485
i,1,0,0,0,1,0.9566139,475
i,1,0,0,0,1,0.9566139,484
i,1,0,0,0,1,0.9566139,523
i,1,0,0,0,1,0.9566139,440
i,1,0,0,0,1,0.9566139,462
i,1,0,0,0,1,0.9566139,482
i,1,0,0,0,1,0.9566139,487
i,6,3,0,0,1,0.9604001,77
i,6,3,0,0,1,0.9604001,82
i,6,3,0,0,1,0.9604001,76
i,6,3,0,0,1,0.9604001,79
i,6,3,0,0,1,0.9604001,80
i,6,3,0,0,1,0.9604001,109
i,6,3,0,0,1,0.9604001,68
i,6,3,0,0,1,0.9604001,100
i,6,3,0,0,1,0.9604001,91
i,6,3,0,0,1,0.9604001,85
j,1,2,0,0,1,0.08787068,12
j,1,2,0,0,1,0.08787068,8
j,1,2,0,0,1,0.08787068,14
j,1,2,0,0,1,0.08787068,2
j,1,2,0,0,1,0.08787068,8
j,1,2,0,0,1,0.08787068,13
j,1,2,0,0,1,0.08787068,17
j,1,2,0,0,1,0.08787068,6
j,1,2,0,0,1,0.08787068,8
j,1,2,0,0,1,0.08787068,9
j,0,3,0,0,1,0.30871083,17
j,0,3,0,0,1,0.30871083,32
j,0,3,0,0,1,0.30871083,21
j,0,3,0,0,1,0.30871083,20
j,0,3,0,0,1,0.30871083,20
j,0,3,0,0,1,0.30871083,20
j,0,3,0,0,1,0.30871083,27
j,0,3,0,0,1,0.30871083,24
j,0,3,0,0,1,0.30871083,20
j,0,3,0,0,1,0.30871083,26
j,0,0,0,0,1,0,NA
j,0,0,0,0,1,0,NA
j,0,0,0,0,1,0,NA
j,0,0,0,0,1,0,NA
j,0,0,0,0,1,0,NA
j,0,0,0,0,1,0,NA
j,0,0,0,0,1,0,NA
j,0,0,0,0,1,0,NA
j,0,0,0,0,1,0,NA
j,0,0,0,0,1,0,NA
j,2,2,0,0,1,0.07072714,9
j,2,2,0,0,1,0.07072714,10
j,2,2,0,0,1,0.07072714,12
j,2,2,0,0,1,0.07072714,11
j,2,2,0,0,1,0.07072714,6
j,2,2,0,0,1,0.07072714,9
j,2,2,0,0,1,0.07072714,13
j,2,2,0,0,1,0.07072714,9
j,2,2,0,0,1,0.07072714,8
j,2,2,0,0,1,0.07072714,11
j,3,1,0,0,1,0.03248715,8
j,3,1,0,0,1,0.03248715,10
j,3,1,0,0,1,0.03248715,9
j,3,1,0,0,1,0.03248715,6
j,3,1,0,0,1,0.03248715,9
j,3,1,0,0,1,0.03248715,6
j,3,1,0,0,1,0.03248715,6
j,3,1,0,0,1,0.03248715,6
j,3,1,0,0,1,0.03248715,6
j,3,1,0,0,1,0.03248715,8
i,0,1,0,0,1,0,NA
i,0,1,0,0,1,0,NA
i,0,1,0,0,1,0,NA
i,0,1,0,0,1,0,NA
i,0,1,0,0,1,0,NA
i,0,1,0,0,1,0,NA
i,0,1,0,0,1,0,NA
i,0,1,0,0,1,0,NA
i,0,1,0,0,1,0,NA
i,0,1,0,0,1,0,NA
i,1,3,0,0,1,0.897685,466
i,1,3,0,0,1,0.897685,422
i,1,3,0,0,1,0.897685,464
i,1,3,0,0,1,0.897685,446
i,1,3,0,0,1,0.897685,438
i,1,3,0,0,1,0.897685,452
i,1,3,0,0,1,0.897685,493
i,1,3,0,0,1,0.897685,475
i,1,3,0,0,1,0.897685,466
i,1,3,0,0,1,0.897685,468
i,2,3,0,0,1,0.9313116,219
i,2,3,0,0,1,0.9313116,232
i,2,3,0,0,1,0.9313116,231
i,2,3,0,0,1,0.9313116,200
i,2,3,0,0,1,0.9313116,234
i,2,3,0,0,1,0.9313116,239
i,2,3,0,0,1,0.9313116,223
i,2,3,0,0,1,0.9313116,250
i,2,3,0,0,1,0.9313116,243
i,2,3,0,0,1,0.9313116,240
i,0,1,0,0,1,0,NA
i,0,1,0,0,1,0,NA
i,0,1,0,0,1,0,NA
i,0,1,0,0,1,0,NA
i,0,1,0,0,1,0,NA
i,0,1,0,0,1,0,NA
i,0,1,0,0,1,0,NA
i,0,1,0,0,1,0,NA
i,0,1,0,0,1,0,NA
i,0,1,0,0,1,0,NA
i,5,1,0,0,1,0.9788923,93
i,5,1,0,0,1,0.9788923,101
i,5,1,0,0,1,0.9788923,117
i,5,1,0,0,1,0.9788923,93
i,5,1,0,0,1,0.9788923,106
i,5,1,0,0,1,0.9788923,97
i,5,1,0,0,1,0.9788923,86
i,5,1,0,0,1,0.9788923,79
i,5,1,0,0,1,0.9788923,85
i,5,1,0,0,1,0.9788923,100
j,2,1,0,0,1,0.0371541,9
j,2,1,0,0,1,0.0371541,12
j,2,1,0,0,1,0.0371541,8
j,2,1,0,0,1,0.0371541,11
j,2,1,0,0,1,0.0371541,13
j,2,1,0,0,1,0.0371541,10
j,2,1,0,0,1,0.0371541,7
j,2,1,0,0,1,0.0371541,10
j,2,1,0,0,1,0.0371541,13
j,2,1,0,0,1,0.0371541,15
j,2,4,0,0,1,0.12909187,9
j,2,4,0,0,1,0.12909187,9
j,2,4,0,0,1,0.12909187,6
j,2,4,0,0,1,0.12909187,7
j,2,4,0,0,1,0.12909187,9
j,2,4,0,0,1,0.12909187,6
j,2,4,0,0,1,0.12909187,10
j,2,4,0,0,1,0.12909187,7
j,2,4,0,0,1,0.12909187,5
j,2,4,0,0,1,0.12909187,3
j,2,2,0,0,1,0.07072714,10
j,2,2,0,0,1,0.07072714,6
j,2,2,0,0,1,0.07072714,10
j,2,2,0,0,1,0.07072714,12
j,2,2,0,0,1,0.07072714,11
j,2,2,0,0,1,0.07072714,11
j,2,2,0,0,1,0.07072714,11
j,2,2,0,0,1,0.07072714,9
j,2,2,0,0,1,0.07072714,15
j,2,2,0,0,1,0.07072714,10
j,1,3,0,0,1,0.12483167,15
j,1,3,0,0,1,0.12483167,18
j,1,3,0,0,1,0.12483167,9
j,1,3,0,0,1,0.12483167,6
j,1,3,0,0,1,0.12483167,15
j,1,3,0,0,1,0.12483167,13
j,1,3,0,0,1,0.12483167,12
j,1,3,0,0,1,0.12483167,6
j,1,3,0,0,1,0.12483167,11
j,1,3,0,0,1,0.12483167,8
j,0,5,0,0,1,0.42719404,26
j,0,5,0,0,1,0.42719404,15
j,0,5,0,0,1,0.42719404,22
j,0,5,0,0,1,0.42719404,18
j,0,5,0,0,1,0.42719404,21
j,0,5,0,0,1,0.42719404,8
j,0,5,0,0,1,0.42719404,21
j,0,5,0,0,1,0.42719404,21
j,0,5,0,0,1,0.42719404,18
j,0,5,0,0,1,0.42719404,27
i,2,1,0,0,1,0.9610574,260
i,2,1,0,0,1,0.9610574,245
i,2,1,0,0,1,0.9610574,221
i,2,1,0,0,1,0.9610574,222
i,2,1,0,0,1,0.9610574,246
i,2,1,0,0,1,0.9610574,255
i,2,1,0,0,1,0.9610574,220
